,id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais
147,99a379142cd0e64ddf16b3cd13ebddbfda84fdfad2ad72cc42115bf8be7e08fe,True,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,22.136986301369863,> 20,False,False,False,False,False,2006-12-02,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,MA,LARANJA,ACIMA DE 1 ANO,48.0,BAIXA,,False,,,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
148,b861a99b52393c55972ffb0acdb86997d3f52a4b8f8dd45bcac211c52c47ffc2,True,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,2.010958904109589,1 a 5,False,False,False,True,False,2016-10-24,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,PI,VERDE,ACIMA DE 1 ANO,21.0,MEDIA,,False,,1225.76,CENTRO NORTE PIAUIENSE,TERESINA,False,1.0,1.0,0.0,48.0,48.0,48.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
149,e3b61a6e61d8c9e7c439705767af3dabb44719dc604489a84849be1f34fe5f4c,True,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,27.553424657534247,> 20,False,False,False,False,False,2006-12-02,False,False,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,PI,AMARELO,ACIMA DE 1 ANO,23.0,MEDIA,,False,,,SUDESTE PIAUIENSE,PICOS,False,1.0,1.0,0.0,60.0,60.0,60.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150,484fb1a4ec91cf4287c288d9b69faca59a0e949f7b89b255e411597c871ff4ee,True,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,7.3342465753424655,5 a 10,False,False,False,True,False,2011-06-30,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,MA,AMARELO,ACIMA DE 1 ANO,26.0,BAIXA,,False,,,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,False,1.0,1.0,0.0,40.0,40.0,40.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
151,8003c2a37808fddfeb66683179009561eed5f3bf233bc295bc3e91d64d58bd43,True,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,15.893150684931507,15 a 20,False,False,False,False,False,2005-11-03,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,1.0,1.0,True,,1,1,,,,False,RN,VERDE,ACIMA DE 1 ANO,21.0,ALTA,BOA,False,68164.0,652.79,AGRESTE POTIGUAR,AGRESTE POTIGUAR,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",2163672.0,2163672.0,11.0,13.0,69.23,30.77,1.0,7.0,2.0,1.0,,1.0,,1.0,,,,,13.0,,,13.0,6.966666666666667,1.0,1.0,11.0,24.0,30.32083333333333,81.06666666666666,6.966666666666667,32.34102564102564,81.06666666666666,6.966666666666667,13.0,13.0,10.0,0.0,30.000000000000004,7.6923076923076925,0
152,1c888d3335e500b8441915aed107ac68fbd05da1b6ede30a6a0f9e69533e1f51,True,SOCIEDADE EMPRESARIA LIMITADA,AC,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,9.673972602739726,5 a 10,False,False,False,False,False,2009-02-26,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,AC,AZUL,ACIMA DE 1 ANO,22.0,ALTA,,False,,1980.1,VALE DO ACRE,RIO BRANCO,True,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",2410948.8,2410948.8,23.0,13.0,53.85,46.15,,6.0,4.0,,3.0,,,,,,,3.0,10.0,,,13.0,2.2333333333333334,15.0,11.0,23.0,36.0,6.496296296296294,21.133333333333333,-0.06666666666666667,8.57948717948718,21.133333333333333,2.2333333333333334,13.0,10.0,6.0,30.000000000000004,116.66666666666666,100.0,0
153,81332baffaefe775e8811c2f395953b78defaaedbf89b8fbcb7d72dd8d331950,True,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,5.742465753424658,5 a 10,False,False,False,False,False,2013-01-31,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,MA,AZUL,ACIMA DE 1 ANO,25.0,MEDIA,,False,,516.88,CENTRO MARANHENSE,ALTO MEARIM E GRAJAU,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
154,a00774998727b8bf2e3cf8ae047315b20b88f5e73ed7df383a2cf6edb7f72a8d,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,9.161643835616438,5 a 10,False,False,False,False,False,2009-09-01,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,RN,AZUL,ACIMA DE 1 ANO,48.0,MEDIA,BOA,False,,2450.97,LESTE POTIGUAR,NATAL,False,2.0,2.0,0.0,33.0,35.0,31.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,1.0,0.0,,,,,,,,,,,,,,,,,,,92.23333333333333,0.0,0.0,1.0,1.0,8.133333333333333,8.133333333333333,8.133333333333333,,,,0.0,0.0,0.0,,,0.0,0
155,23be3d5e72271bf16f51c448c5e9b1287e2fa19818221ba02f858b455ecb01d6,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,16.523287671232875,15 a 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,RO,LARANJA,ACIMA DE 1 ANO,23.0,BAIXA,,False,,948.77,,,False,2.0,2.0,0.0,50.0,55.0,45.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,215.66666666666666,215.66666666666666,215.66666666666666,215.66666666666666,215.66666666666666,215.66666666666666,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,210000.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
156,ff94dca46aa53e42898307c53a702f357bb19cedb4b662aff5e1678f015d6637,True,EMPRESARIO INDIVIDUAL,AC,OUTROS,COMERCIO VAREJISTA,COMERCIO,5.701369863013698,5 a 10,False,False,False,True,False,2013-02-15,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,AC,AMARELO,ACIMA DE 1 ANO,26.0,MEDIA,,False,,903.85,VALE DO ACRE,SENA MADUREIRA,False,1.0,1.0,0.0,34.0,34.0,34.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157,782c534bce254f73d7309c9a8e802c5ae1d05afad600199949076325c7e2526e,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,9.734246575342466,5 a 10,False,False,False,False,False,2009-02-04,False,False,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,MA,AZUL,ACIMA DE 1 ANO,24.0,MEDIA,,False,,422.26,CENTRO MARANHENSE,ALTO MEARIM E GRAJAU,True,2.0,2.0,0.0,56.0,56.0,56.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,106.06666666666666,106.06666666666666,106.06666666666666,106.06666666666666,106.06666666666666,106.06666666666666,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,123638.3984375,123638.3984375,123638.4,123638.4,123638.3984375,123638.3984375,123638.4,123638.4,370915.1875,370915.1875,370915.2,370915.2,370915.1875,370915.1875,370915.2,370915.2,,,,,0.0,0.0,0.0,0.0,0.0,1.0,370915.1875,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",210000.0,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
158,c83d10e56fc8674a355efaeddf94abfa16ab5a5eca8cfe8d0c7cdf252cf6b2f9,True,EMPRESARIO INDIVIDUAL,AM,OUTROS,COMERCIO VAREJISTA,COMERCIO,2.1534246575342464,1 a 5,False,False,False,False,False,2016-09-02,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,,False,,846.3,CENTRO AMAZONENSE,MANAUS,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,1801328c6f2d8c82ea1f96da49b224070cc48736e4e5c5f2cfa4ab25b769e508,True,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,5.109589041095891,5 a 10,False,False,False,True,False,2013-09-19,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,MA,AMARELO,ACIMA DE 1 ANO,23.0,BAIXA,,False,,,OESTE MARANHENSE,IMPERATRIZ,False,1.0,1.0,0.0,55.0,55.0,55.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,7b7eecb09669dd33f6fc427d0456eddfd9406b0f5119ff44b597680efd76bf75,True,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,5.950684931506849,5 a 10,False,False,False,True,False,2012-11-16,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,RN,VERDE,ACIMA DE 1 ANO,25.0,ALTA,,False,,1839.17,LESTE POTIGUAR,NATAL,False,1.0,1.0,0.0,54.0,54.0,54.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
161,efcb9b40aaca9f00eac75d9bff621e171c98048d6f038b3e0550c1a78e59609b,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,6.441095890410959,5 a 10,False,False,False,False,False,2012-05-21,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,MEDIA,,False,,1461.93,LESTE POTIGUAR,NATAL,False,2.0,2.0,0.0,36.5,37.0,36.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,2.0,0.0,,,,,,,,,,,,,,,,,,,78.0,0.0,0.0,2.0,2.0,0.9833333333333333,2.033333333333333,-0.06666666666666667,,,,0.0,0.0,0.0,,,0.0,0
162,a450a3cdacf9b9c26f1edd55535e3a87d9449c09ee3d57f790d5cc381b12c1ef,True,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,12.73972602739726,10 a 15,False,False,False,False,False,2006-02-03,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,,684.29,AGRESTE POTIGUAR,AGRESTE POTIGUAR,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
163,0cee5a697ab6cf68db696ae61a6bfde5be575267b6a0cfbf89ecaef4b52b92ef,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,24.945205479452056,> 20,False,False,False,False,False,2005-11-03,False,True,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,3.0,1.0,False,,1,3,,,,False,RO,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,60847.0,1921.55,,,False,2.0,2.0,0.0,32.0,33.0,31.0,2.0,,2.0,,,,,,,,,,,,,,,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,113.3304347826087,611.2,23.233333333333334,23.233333333333334,611.2,113.3304347826087,,,,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,7.0,0.0,4.0,3.0,4.0,0.0,0.0,22.0,1.0,0.0,178.0,322.0,15.333333333333334,173.0,1.0,11168668.7890625,531841.3709077381,1607299.2,61819.2,20070634.0390625,955744.4780505953,10488658.0,61819.2,34646006.5625,1506348.1114130435,4821897.5,185457.6,62611900.0625,2722256.524456522,32725972.0,185457.6,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,34646006.5625,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",1792756.8,1792756.8,37.0,10.0,30.0,70.0,,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,,6.0,4.0,,10.0,3.933333333333333,3.0,1.0,37.0,47.0,25.326950354609927,150.06666666666666,1.9666666666666666,44.71,150.06666666666666,3.933333333333333,10.0,8.0,10.0,25.0,0.0,11.11111111111111,0
164,59b91f09b7decd56a9a7cbb68fa14bbcf643b125de66c0fb48d24a72ef8a1644,True,EMPRESARIO INDIVIDUAL,AM,OUTROS,COMERCIO VAREJISTA,COMERCIO,26.610958904109587,> 20,False,False,False,False,False,2005-11-03,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,AM,AMARELO,ACIMA DE 1 ANO,24.0,MEDIA,,False,,,CENTRO AMAZONENSE,MANAUS,False,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,266aec4e5daa61ae38cab6854b10a03e163a90301f83220fb2a00846bd45dbf6,True,EMPRESARIO INDIVIDUAL,MA,OUTROS,COMERCIO VAREJISTA,COMERCIO,3.350684931506849,1 a 5,False,False,False,True,False,2015-06-23,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,MA,AMARELO,ACIMA DE 1 ANO,22.0,BAIXA,,False,,495.62,CENTRO MARANHENSE,PRESIDENTE DUTRA,False,1.0,1.0,0.0,39.0,39.0,39.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
166,05e15e6d676f6353b7ffda0b1e814e474f5fb277f3bdd093083ee0f02bac7f6a,True,EMPRESARIO INDIVIDUAL,AM,OUTROS,COMERCIO VAREJISTA,COMERCIO,1.978082191780822,1 a 5,False,False,False,True,False,2016-11-05,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,AM,VERDE,ACIMA DE 1 ANO,21.0,ALTA,,False,,907.41,CENTRO AMAZONENSE,MANAUS,False,1.0,1.0,0.0,29.0,29.0,29.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
167,32a26c8394fa0c08967b5e1c2696cb4fd7452b0762ed94718813befb33d2ef01,False,SOCIEDADE ANONIMA FECHADA,PI,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,12.33972602739726,10 a 15,False,False,False,False,False,2006-06-29,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,382,199,,,,False,PI,VERDE,ACIMA DE 1 ANO,22.0,MEDIA,BOA,False,,1039.44,SUDESTE PIAUIENSE,ALTO MEDIO CANINDE,False,9.0,9.0,0.0,50.833333333333336,71.0,39.0,6.0,,4.0,2.0,6.0,,,,,,,,,,,,,33.0,44.0,33.0,33.0,0.0,0.0,0.0,0.0,244.1979797979798,636.6,33.0,33.0,636.6,244.1979797979798,,,,13.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,5.0,2.0,28.0,14.0,0.0,3.0,11.0,5.0,3874.0,4098.0,178.17391304347825,1151.0,0.0,286614416.37890625,16859671.55170037,107235704.0,61819.2,301595266.50390625,17740898.029641543,107235704.0,61819.2,822198302.8359375,24915100.0859375,268089260.0,13946.0,876330870.8359375,26555480.934422348,273649280.0,123638.4,40.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 81.000,01 A R$ 360.000,00",ACIMA DE 1 BILHAO DE REAIS,210000.0,2660064000.0,0.0,9281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
